Getting frames...
Detecting faces...
K-NN algo
[('1.pth', 0.43555954098701477),
 ('1.pth', 0.3949175179004669),
 ('1.pth', 0.3892081379890442),
 ('1.pth', 0.382795125246048),
 ('1.pth', 0.39501792192459106),
 ('1.pth', 0.4043586552143097),
 ('1.pth', 0.37777307629585266),
 ('1.pth', 0.42538177967071533),
 ('1.pth', 0.4124673306941986),
 ('1.pth', 0.38525307178497314),
 ('1.pth', 0.4401575028896332),
 ('1.pth', 0.4328097105026245),
 ('1.pth', 0.40892621874809265),
 ('1.pth', 0.40720516443252563),
 ('1.pth', 0.41502177715301514),
 ('1.pth', 0.3996202051639557),
 ('1.pth', 0.3681291341781616),
 ('1.pth', 0.3724353611469269),
 ('1.pth', 0.3676831126213074),
 ('1.pth', 0.36159539222717285),
 ('1.pth', 0.3525497317314148),
 ('1.pth', 0.38900768756866455),
 ('1.pth', 0.37318265438079834),
 ('1.pth', 0.3683633506298065),
 ('1.pth', 0.3782348930835724),
 ('1.pth', 0.12532654404640198),
 ('1.pth', 0.37632516026496887),
 ('1.pth', 0.3610989451408386),
 ('1.pth', 0.3605905771255493),
 ('1.pth', 0.3836587965488434),
 ('1.pth', 0.3845827579498291),
 ('1.pth', 0.3758338689804077),
 ('1.pth', 0.3651827275753021),
 ('1.pth', 0.385772705078125),
 ('1.pth', 0.3775128126144409),
 ('1.pth', 0.373822420835495),
 ('1.pth', 0.37492820620536804),
 ('1.pth', 0.3783878982067108),
 ('1.pth', 0.3742099106311798),
 ('1.pth', 0.377041757106781),
 ('1.pth', 0.3770724833011627),
 ('1.pth', 0.3545800447463989),
 ('1.pth', 0.38736703991889954),
 ('1.pth', 0.37938302755355835),
 ('1.pth', 0.33700987696647644),
 ('1.pth', 0.31324875354766846),
 ('1.pth', 0.35990747809410095),
 ('1.pth', 0.3386073410511017),
 ('1.pth', 0.3005572557449341),
 ('1.pth', 0.24028541147708893),
 ('1.pth', 0.2702668607234955),
 ('1.pth', 0.267216295003891),
 ('1.pth', 0.21830205619335175),
 ('4.pth', 0.2406233549118042),
 ('1.pth', 0.15453070402145386),
 ('1.pth', 0.2245846837759018),
 ('1.pth', 0.23843175172805786),
 ('4.pth', 0.2509443461894989),
 ('1.pth', 0.20966027677059174),
 ('1.pth', 0.20038045942783356),
 ('1.pth', 0.15552963316440582),
 ('1.pth', 0.16137775778770447),
 ('1.pth', 0.15640698373317719),
 ('1.pth', 0.15703549981117249),
 ('1.pth', 0.15616458654403687),
 ('1.pth', 0.18425458669662476),
 ('1.pth', 0.13445359468460083),
 ('1.pth', 0.18797805905342102),
 ('1.pth', 0.19335900247097015),
 ('1.pth', 0.22534455358982086),
 ('4.pth', 0.17354682087898254),
 ('4.pth', 0.1956767439842224),
 ('4.pth', 0.18582943081855774),
 ('4.pth', 0.19125759601593018),
 ('4.pth', 0.21373236179351807),
 ('4.pth', 0.15754012763500214),
 ('4.pth', 0.15367905795574188),
 ('4.pth', 0.19658012688159943),
 ('4.pth', 0.19285860657691956),
 ('1.pth', 0.16145074367523193),
 ('4.pth', 0.14536793529987335),
 ('1.pth', 0.18529555201530457),
 ('4.pth', 0.16777397692203522),
 ('4.pth', 0.15627099573612213),
 ('1.pth', 0.15073196589946747),
 ('4.pth', 0.15901623666286469),
 ('1.pth', 0.14929179847240448),
 ('4.pth', 0.1442561149597168),
 ('1.pth', 0.09163499623537064),
 ('4.pth', 0.1479196846485138),
 ('1.pth', 0.07746414840221405),
 ('1.pth', 0.1157783567905426),
 ('1.pth', 0.07301146537065506),
 ('4.pth', 0.21202242374420166),
 ('1.pth', 0.05946892872452736),
 ('1.pth', 0.08511215448379517),
 ('1.pth', 0.05828849971294403),
 ('1.pth', 0.06512158364057541),
 ('1.pth', 0.04611360281705856),
 ('1.pth', 0.06284693628549576),
 ('1.pth', 0.14941129088401794),
 ('1.pth', 0.0900384932756424),
 ('1.pth', 0.057222165167331696),
 ('1.pth', 0.0526852011680603),
 ('1.pth', 0.050108544528484344),
 ('1.pth', 0.14112631976604462),
 ('4.pth', 0.16301758587360382),
 ('4.pth', 0.1879550665616989),
 ('4.pth', 0.33223453164100647),
 ('4.pth', 0.3130044639110565),
 ('1.pth', 0.41241025924682617),
 ('1.pth', 0.44207099080085754),
 ('1.pth', 0.4306778311729431),
 ('1.pth', 0.3939504623413086),
 ('1.pth', 0.412990003824234),
 ('1.pth', 0.40886032581329346),
 ('1.pth', 0.41077110171318054),
 ('4.pth', 0.3764241635799408),
 ('1.pth', 0.366317480802536),
 ('1.pth', 0.4146508574485779),
 ('1.pth', 0.42673057317733765),
 ('1.pth', 0.4315689504146576),
 ('1.pth', 0.412440687417984),
 ('1.pth', 0.3870016932487488),
 ('6.pth', -0.048428792506456375),
 ('1.pth', 0.3937320113182068),
 ('6.pth', 0.15173809230327606),
 ('1.pth', 0.3783808648586273),
 ('1.pth', 0.3140437602996826),
 ('1.pth', 0.33474186062812805),
 ('1.pth', 0.3627302050590515),
 ('1.pth', 0.3049089014530182),
