Getting frames...
Detecting faces...
K-NN algo
[('6.pth', 105.69441223144531),
 ('6.pth', 115.44386291503906),
 ('6.pth', 117.15406799316406),
 ('6.pth', 113.0337142944336),
 ('6.pth', 112.1731948852539),
 ('6.pth', 107.09420776367188),
 ('6.pth', 119.62208557128906),
 ('6.pth', 104.32461547851562),
 ('6.pth', 103.65628814697266),
 ('6.pth', 113.50800323486328),
 ('6.pth', 101.16919708251953),
 ('6.pth', 104.02555084228516),
 ('6.pth', 112.51619720458984),
 ('6.pth', 108.21189880371094),
 ('6.pth', 100.25016021728516),
 ('6.pth', 111.93262481689453),
 ('6.pth', 107.60807037353516),
 ('6.pth', 104.20075988769531),
 ('6.pth', 107.07456970214844),
 ('6.pth', 106.57353973388672),
 ('6.pth', 113.42236328125),
 ('6.pth', 104.70954132080078),
 ('6.pth', 105.8339614868164),
 ('6.pth', 106.92752075195312),
 ('6.pth', 108.12177276611328),
 ('6.pth', 135.88699340820312),
 ('6.pth', 106.50137329101562),
 ('6.pth', 114.30493927001953),
 ('6.pth', 115.24018096923828),
 ('6.pth', 114.2344970703125),
 ('6.pth', 113.5575942993164),
 ('6.pth', 116.20243835449219),
 ('6.pth', 117.2635726928711),
 ('6.pth', 118.15591430664062),
 ('6.pth', 114.1951675415039),
 ('6.pth', 110.64591979980469),
 ('6.pth', 114.66077423095703),
 ('6.pth', 118.98492431640625),
 ('6.pth', 115.27140045166016),
 ('6.pth', 116.78193664550781),
 ('6.pth', 113.71011352539062),
 ('6.pth', 118.37312316894531),
 ('6.pth', 112.99799346923828),
 ('6.pth', 111.95433807373047),
 ('6.pth', 118.88358306884766),
 ('6.pth', 120.14156341552734),
 ('6.pth', 109.4171142578125),
 ('6.pth', 118.5341567993164),
 ('3.pth', 123.57289123535156),
 ('6.pth', 147.0156707763672),
 ('6.pth', 130.43409729003906),
 ('6.pth', 138.49412536621094),
 ('6.pth', 140.00379943847656),
 ('6.pth', 134.98593139648438),
 ('6.pth', 153.71018981933594),
 ('6.pth', 144.3734130859375),
 ('6.pth', 129.07850646972656),
 ('3.pth', 119.2897720336914),
 ('6.pth', 131.31692504882812),
 ('6.pth', 124.10678100585938),
 ('6.pth', 129.1420440673828),
 ('6.pth', 125.88200378417969),
 ('6.pth', 123.16830444335938),
 ('6.pth', 120.45933532714844),
 ('6.pth', 120.96055603027344),
