Getting frames...
Detecting faces...
K-NN algo
[('1.pth', 0.3141094744205475),
 ('1.pth', 0.22619211673736572),
 ('1.pth', 0.23523440957069397),
 ('1.pth', 0.24138471484184265),
 ('1.pth', 0.249595507979393),
 ('1.pth', 0.31790924072265625),
 ('1.pth', 0.221066415309906),
 ('1.pth', 0.3264334797859192),
 ('1.pth', 0.32024288177490234),
 ('1.pth', 0.20570796728134155),
 ('1.pth', 0.3136941194534302),
 ('1.pth', 0.27904462814331055),
 ('1.pth', 0.24877361953258514),
 ('1.pth', 0.3020283877849579),
 ('1.pth', 0.334230899810791),
 ('1.pth', 0.3001454472541809),
 ('1.pth', 0.27625009417533875),
 ('1.pth', 0.2680540680885315),
 ('1.pth', 0.2650131583213806),
 ('1.pth', 0.2853199541568756),
 ('1.pth', 0.2908059358596802),
 ('1.pth', 0.3403080403804779),
 ('1.pth', 0.30940160155296326),
 ('1.pth', 0.29971858859062195),
 ('1.pth', 0.31672602891921997),
 ('4.pth', 0.12087292969226837),
 ('1.pth', 0.3072797656059265),
 ('1.pth', 0.3183595538139343),
 ('1.pth', 0.3201231360435486),
 ('1.pth', 0.3169654905796051),
 ('1.pth', 0.33111435174942017),
 ('1.pth', 0.3105320334434509),
 ('1.pth', 0.29118359088897705),
 ('1.pth', 0.28916794061660767),
 ('1.pth', 0.3293014466762543),
 ('1.pth', 0.32121387124061584),
 ('1.pth', 0.2818884551525116),
 ('1.pth', 0.3137023448944092),
 ('1.pth', 0.3187660872936249),
 ('1.pth', 0.3126082420349121),
 ('1.pth', 0.2628776729106903),
 ('1.pth', 0.3054787814617157),
 ('1.pth', 0.2745794653892517),
 ('1.pth', 0.3365299701690674),
 ('1.pth', 0.287777304649353),
 ('1.pth', 0.260104238986969),
 ('1.pth', 0.3256019651889801),
 ('1.pth', 0.2797280550003052),
 ('1.pth', 0.21631048619747162),
 ('1.pth', 0.2402930110692978),
 ('1.pth', 0.19762665033340454),
 ('1.pth', 0.15815381705760956),
 ('1.pth', 0.21237796545028687),
 ('1.pth', 0.22741344571113586),
 ('1.pth', 0.164460688829422),
 ('1.pth', 0.17235955595970154),
 ('1.pth', 0.20688140392303467),
 ('4.pth', 0.15364126861095428),
 ('1.pth', 0.1724276840686798),
 ('1.pth', 0.17615899443626404),
 ('1.pth', 0.15277260541915894),
 ('1.pth', 0.15800173580646515),
 ('1.pth', 0.15029004216194153),
 ('1.pth', 0.17201319336891174),
 ('1.pth', 0.18827007710933685),
 ('1.pth', 0.16311486065387726),
 ('4.pth', 0.1510707288980484),
 ('1.pth', 0.15677690505981445),
 ('1.pth', 0.14465798437595367),
 ('1.pth', 0.1270519196987152),
 ('1.pth', 0.11018772423267365),
 ('1.pth', 0.11296266317367554),
 ('1.pth', 0.11378110945224762),
 ('4.pth', 0.11719022691249847),
 ('4.pth', 0.12774990499019623),
 ('1.pth', 0.10207154601812363),
 ('1.pth', 0.10059897601604462),
 ('1.pth', 0.11247766762971878),
 ('1.pth', 0.10169661790132523),
 ('1.pth', 0.059691451489925385),
 ('4.pth', 0.11500530689954758),
 ('1.pth', 0.0947260856628418),
 ('4.pth', 0.13724380731582642),
 ('1.pth', 0.10696115344762802),
 ('1.pth', 0.05646159499883652),
 ('1.pth', 0.07575961947441101),
 ('4.pth', 0.12141550332307816),
 ('4.pth', 0.1279834508895874),
 ('4.pth', 0.10150639712810516),
 ('4.pth', 0.12279168516397476),
 ('4.pth', 0.10553117096424103),
 ('4.pth', 0.11949868500232697),
 ('4.pth', 0.10263615846633911),
 ('4.pth', 0.16928726434707642),
 ('4.pth', 0.09883596748113632),
 ('1.pth', 0.061948444694280624),
 ('4.pth', 0.09675709158182144),
 ('4.pth', 0.09970647841691971),
 ('4.pth', 0.09743758291006088),
 ('4.pth', 0.0938451960682869),
 ('1.pth', 0.13456666469573975),
 ('1.pth', 0.10480976104736328),
 ('4.pth', 0.1310877501964569),
 ('4.pth', 0.13635516166687012),
 ('4.pth', 0.14019834995269775),
 ('4.pth', 0.17383672297000885),
 ('4.pth', 0.17930792272090912),
 ('4.pth', 0.18569733202457428),
 ('4.pth', 0.29380524158477783),
 ('4.pth', 0.27294498682022095),
 ('4.pth', 0.34302979707717896),
 ('1.pth', 0.32076495885849),
 ('1.pth', 0.27455583214759827),
 ('1.pth', 0.222385972738266),
 ('1.pth', 0.2582692801952362),
 ('4.pth', 0.2776607573032379),
 ('4.pth', 0.2690838575363159),
 ('4.pth', 0.26606613397598267),
 ('4.pth', 0.27100855112075806),
 ('4.pth', 0.31282055377960205),
 ('4.pth', 0.3007187843322754),
 ('1.pth', 0.24484962224960327),
 ('1.pth', 0.2858068645000458),
 ('1.pth', 0.263123095035553),
 ('3.pth', 0.05936606228351593),
 ('1.pth', 0.2797686755657196),
 ('4.pth', 0.0913013219833374),
 ('1.pth', 0.26979538798332214),
 ('4.pth', 0.30092546343803406),
 ('1.pth', 0.23437893390655518),
 ('1.pth', 0.27421921491622925),
 ('1.pth', 0.22093771398067474),
 ('1.pth', 0.23504291474819183),
 ('1.pth', 0.236780047416687),
 ('1.pth', 0.2235584557056427),
 ('1.pth', 0.22984349727630615),
 ('1.pth', 0.20802058279514313),
 ('1.pth', 0.22064290940761566),
 ('1.pth', 0.22006358206272125),
 ('1.pth', 0.17723938822746277),
 ('1.pth', 0.18543598055839539),
 ('1.pth', 0.18690696358680725),
 ('1.pth', 0.17460471391677856),
 ('1.pth', 0.2181246280670166),
 ('1.pth', 0.20638833940029144),
 ('1.pth', 0.21082784235477448),
 ('1.pth', 0.3097321391105652),
 ('1.pth', 0.2778443694114685),
 ('1.pth', 0.2450399100780487),
 ('1.pth', 0.28913792967796326),
 ('1.pth', 0.33124807476997375),
 ('1.pth', 0.3309458792209625),
 ('1.pth', 0.3148384988307953),
 ('1.pth', 0.21887710690498352),
 ('1.pth', 0.22867123782634735),
 ('1.pth', 0.20829908549785614),
 ('1.pth', 0.20070597529411316),
 ('1.pth', 0.2711116671562195),
 ('1.pth', 0.25518012046813965),
 ('1.pth', 0.22541263699531555),
 ('1.pth', 0.19518950581550598),
 ('1.pth', 0.20816947519779205),
 ('1.pth', 0.19722048938274384),
 ('1.pth', 0.1811838448047638),
 ('1.pth', 0.16492626070976257),
 ('1.pth', 0.16408494114875793),
 ('1.pth', 0.17191267013549805),
 ('1.pth', 0.19757643342018127),
 ('1.pth', 0.16959387063980103),
 ('1.pth', 0.20072290301322937),
 ('1.pth', 0.2067926526069641),
 ('1.pth', 0.2146497368812561),
 ('1.pth', 0.22585825622081757),
 ('1.pth', 0.16970284283161163),
 ('1.pth', 0.14583946764469147),
 ('1.pth', 0.16242043673992157),
 ('1.pth', 0.2045731246471405),
 ('1.pth', 0.15921570360660553),
 ('1.pth', 0.17370468378067017),
 ('1.pth', 0.1689792275428772),
 ('1.pth', 0.18166345357894897),
 ('1.pth', 0.1787412017583847),
 ('1.pth', 0.18130870163440704),
 ('1.pth', 0.20300190150737762),
 ('1.pth', 0.18305166065692902),
 ('1.pth', 0.23362590372562408),
 ('1.pth', 0.21335044503211975),
 ('1.pth', 0.2508656084537506),
 ('1.pth', 0.2076965868473053),
 ('1.pth', 0.2971697747707367),
 ('1.pth', 0.1585874855518341),
 ('1.pth', 0.1383722424507141),
 ('1.pth', 0.2067641317844391),
 ('1.pth', 0.19750961661338806),
 ('1.pth', 0.21138791739940643),
 ('1.pth', 0.18693752586841583),
 ('3.pth', 0.20706650614738464),
 ('3.pth', 0.1638137698173523),
 ('1.pth', 0.18825648725032806),
 ('4.pth', 0.15002241730690002),
 ('4.pth', 0.1346505880355835),
 ('4.pth', 0.16359373927116394),
 ('4.pth', 0.17126184701919556),
 ('4.pth', 0.13502728939056396),
 ('4.pth', 0.1764375865459442),
 ('4.pth', 0.17942778766155243),
 ('4.pth', 0.14926016330718994),
 ('4.pth', 0.17137587070465088),
 ('4.pth', 0.20842792093753815),
 ('3.pth', 0.156062513589859),
 ('3.pth', 0.17918936908245087),
 ('3.pth', 0.17664289474487305),
 ('3.pth', 0.18443803489208221),
 ('3.pth', 0.23051194846630096),
 ('4.pth', 0.1753433346748352),
 ('4.pth', 0.18216517567634583),
 ('4.pth', 0.19617366790771484),
 ('4.pth', 0.16822776198387146),
 ('4.pth', 0.1388067603111267),
 ('4.pth', 0.1444123089313507),
 ('3.pth', 0.15986037254333496),
 ('4.pth', 0.16066378355026245),
 ('4.pth', 0.15847428143024445),
 ('3.pth', 0.16980643570423126),
 ('3.pth', 0.1545831859111786),
 ('3.pth', 0.1633417308330536),
 ('3.pth', 0.15196369588375092),
 ('3.pth', 0.1567053198814392),
 ('4.pth', 0.17914173007011414),
 ('3.pth', 0.21075119078159332),
 ('3.pth', 0.21730564534664154),
 ('3.pth', 0.14730703830718994),
 ('5.pth', 0.11705097556114197),
 ('3.pth', 0.15294159948825836),
 ('1.pth', 0.17645952105522156),
 ('4.pth', 0.14019449055194855),
 ('4.pth', 0.18892593681812286),
 ('4.pth', 0.1320343017578125),
 ('4.pth', 0.1252218782901764),
 ('4.pth', 0.13137385249137878),
 ('4.pth', 0.060319773852825165),
 ('4.pth', 0.11677040159702301),
 ('4.pth', 0.051729716360569),
 ('4.pth', 0.05231647193431854),
 ('4.pth', 0.11704475432634354),
 ('4.pth', 0.16399359703063965),
 ('1.pth', 0.19545620679855347),
 ('1.pth', 0.21894440054893494),
 ('1.pth', 0.2124316692352295),
 ('1.pth', 0.22348731756210327),
 ('1.pth', 0.23273110389709473),
 ('1.pth', 0.24298715591430664),
 ('1.pth', 0.26712581515312195),
 ('1.pth', 0.31291359663009644),
 ('1.pth', 0.29845666885375977),
 ('1.pth', 0.3416205942630768),
 ('1.pth', 0.32675185799598694),
 ('1.pth', 0.29256728291511536),
 ('1.pth', 0.13932976126670837),
 ('1.pth', 0.184177428483963),
 ('1.pth', 0.2604536712169647),
 ('5.pth', 0.0058708349242806435),
 ('1.pth', 0.24734491109848022),
 ('1.pth', 0.23879261314868927),
 ('1.pth', 0.20721444487571716),
 ('4.pth', 0.09107857197523117),
 ('1.pth', 0.2023400366306305),
 ('4.pth', 0.017102280631661415),
 ('1.pth', 0.19528783857822418),
 ('2.pth', 0.029883958399295807),
 ('1.pth', 0.22855103015899658),
 ('5.pth', 0.05384891480207443),
 ('1.pth', 0.24581694602966309),
 ('4.pth', 0.263870507478714),
 ('4.pth', 0.061163708567619324),
 ('1.pth', 0.24948477745056152),
 ('4.pth', 0.009286529384553432),
 ('1.pth', 0.2389133870601654),
 ('1.pth', 0.24973167479038239),
 ('4.pth', 0.04216434806585312),
